,Unnamed: 0,Address,Sale Date,Sale Price,salePrice_numeric,price_SF,Square Ft ,Year  Built ,full_address,Address_URL,url,lat,long
10,10,6054 CHINAROSE LN,12/30/22,"$505,000.00 ",505000,231.2271062,2184,2005,"6054 CHINAROSE LN Fulton County, GA","6054%20CHINAROSE%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/6054%20CHINAROSE%20LN%20Fulton%20County,%20GA",34.0456969,-84.1822014
11,11,520 DORCHESTER CROSSING,12/30/22,"$575,000.00 ",575000,209.7774535,2741,1996,"520 DORCHESTER CROSSING Fulton County, GA","520%20DORCHESTER%20CROSSING%20Fulton%20County,%20GA","https://www.google.com/maps/search/520%20DORCHESTER%20CROSSING%20Fulton%20County,%20GA",34.0428726,-84.1869679
12,12,105 LAUREL CREST ALY,12/30/22,"$515,000.00 ",515000,287.7094972,1790,2016,"105 LAUREL CREST ALY Fulton County, GA","105%20LAUREL%20CREST%20ALY%20Fulton%20County,%20GA","https://www.google.com/maps/search/105%20LAUREL%20CREST%20ALY%20Fulton%20County,%20GA",34.0533801,-84.1285569
13,13,4802 RALIN CT,12/30/22,"$445,000.00 ",445000,126.8529076,3508,2021,"4802 RALIN CT Fulton County, GA","4802%20RALIN%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/4802%20RALIN%20CT%20Fulton%20County,%20GA",33.6544702,-84.5457662
14,14,5395 LEMOYNE DR,12/30/22,"$400,000.00 ",400000,137.0332306,2919,2004,"5395 LEMOYNE DR Fulton County, GA","5395%20LEMOYNE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/5395%20LEMOYNE%20DR%20Fulton%20County,%20GA",33.6863991,-84.5645972
15,15,7385 HIGHLAND BLUFF,12/30/22,"$442,000.00 ",442000,290.0262467,1524,2013,"7385 HIGHLAND BLUFF Fulton County, GA","7385%20HIGHLAND%20BLUFF%20Fulton%20County,%20GA","https://www.google.com/maps/search/7385%20HIGHLAND%20BLUFF%20Fulton%20County,%20GA",33.9520827,-84.3652054
16,16,4630 CANYON CREEK TRL,12/30/22,"$699,000.00 ",699000,384.2770753,1819,1957,"4630 CANYON CREEK TRL Fulton County, GA","4630%20CANYON%20CREEK%20TRL%20Fulton%20County,%20GA","https://www.google.com/maps/search/4630%20CANYON%20CREEK%20TRL%20Fulton%20County,%20GA",33.8815503,-84.3660547
17,17,287 MAC KENZIE DR NE,12/30/22,"$835,000.00 ",835000,287.9310345,2900,1920,"287 MAC KENZIE DR NE Fulton County, GA","287%20MAC%20KENZIE%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/287%20MAC%20KENZIE%20DR%20NE%20Fulton%20County,%20GA",33.7622217,-84.3701929
18,18,1385 FAIRBANKS ST SW,12/30/22,"$510,000.00 ",510000,310.0303951,1645,1920,"1385 FAIRBANKS ST SW Fulton County, GA","1385%20FAIRBANKS%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1385%20FAIRBANKS%20ST%20SW%20Fulton%20County,%20GA",33.7170307,-84.4153331
19,19,788 WEST MARIETTA ST NW UNIT 1412,12/30/22,"$335,000.00 ",335000,543.8311688,616,2020,"788 WEST MARIETTA ST NW UNIT 1412 Fulton County, GA","788%20WEST%20MARIETTA%20ST%20NW%20UNIT%201412%20Fulton%20County,%20GA","https://www.google.com/maps/search/788%20WEST%20MARIETTA%20ST%20NW%20UNIT%201412%20Fulton%20County,%20GA",33.7798962,-84.4134852
20,20,2997 SYLVAN RD,12/30/22,"$249,900.00 ",249900,249.9,1000,1942,"2997 SYLVAN RD Fulton County, GA","2997%20SYLVAN%20RD%20Fulton%20County,%20GA","https://www.google.com/maps/search/2997%20SYLVAN%20RD%20Fulton%20County,%20GA",33.6733672,-84.4191366
21,21,117 SCOTT ST NW,12/30/22,"$298,800.00 ",298800,142.6934097,2094,2008,"117 SCOTT ST NW Fulton County, GA","117%20SCOTT%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/117%20SCOTT%20ST%20NW%20Fulton%20County,%20GA",33.7585838,-84.4321804
22,22,2679 DELOWE DR,12/30/22,"$360,000.00 ",360000,299.0033223,1204,1966,"2679 DELOWE DR Fulton County, GA","2679%20DELOWE%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2679%20DELOWE%20DR%20Fulton%20County,%20GA",33.6822608,-84.4580194
23,23,2112 GARRISON WAY,12/30/22,"$524,900.00 ",524900,215.1229508,2440,2014,"2112 GARRISON WAY Fulton County, GA","2112%20GARRISON%20WAY%20Fulton%20County,%20GA","https://www.google.com/maps/search/2112%20GARRISON%20WAY%20Fulton%20County,%20GA",33.8130597,-84.4809779
24,24,605 SOUTHFIELD PL,12/30/22,"$710,000.00 ",710000,221.4597629,3206,2001,"605 SOUTHFIELD PL Fulton County, GA","605%20SOUTHFIELD%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/605%20SOUTHFIELD%20PL%20Fulton%20County,%20GA",34.0937345,-84.292648
25,25,721 WEDGEWOOD DR,12/30/22,"$395,000.00 ",395000,290.4411765,1360,1970,"721 WEDGEWOOD DR Fulton County, GA","721%20WEDGEWOOD%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/721%20WEDGEWOOD%20DR%20Fulton%20County,%20GA",34.079458,-84.2764965
7824,7824,1 BISCAYNE DR NW # #211,3/4/22,"$280,000.00 ",280000,254.5454545,1100,1997,"1 BISCAYNE DR NW # #211 Fulton County, GA","1%20BISCAYNE%20DR%20NW%20#%20#211%20Fulton%20County,%20GA","https://www.google.com/maps/search/1%20BISCAYNE%20DR%20NW%20#%20#211%20Fulton%20County,%20GA",33.81554093,-84.39280001
27,27,3100 RAVEN TRC,12/30/22,"$242,210.00 ",242210,146.7939394,1650,2006,"3100 RAVEN TRC Fulton County, GA","3100%20RAVEN%20TRC%20Fulton%20County,%20GA","https://www.google.com/maps/search/3100%20RAVEN%20TRC%20Fulton%20County,%20GA",33.5767693,-84.5772638
28,28,4213 SHOALS LN,12/30/22,"$240,000.00 ",240000,131.7957166,1821,2019,"4213 SHOALS LN Fulton County, GA","4213%20SHOALS%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/4213%20SHOALS%20LN%20Fulton%20County,%20GA",33.5847869,-84.522955
29,29,510 DALRYMPLE RD NE,12/30/22,"$657,000.00 ",657000,283.4339948,2318,1973,"510 DALRYMPLE RD NE Fulton County, GA","510%20DALRYMPLE%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/510%20DALRYMPLE%20RD%20NE%20Fulton%20County,%20GA",33.9560515,-84.3693943
30,30,2870 PHARR COURT SOUTH NW #2308,12/30/22,"$180,000.00 ",180000,331.4917127,543,1988,"2870 PHARR COURT SOUTH NW #2308 Fulton County, GA","2870%20PHARR%20COURT%20SOUTH%20NW%20#2308%20Fulton%20County,%20GA","https://www.google.com/maps/search/2870%20PHARR%20COURT%20SOUTH%20NW%20#2308%20Fulton%20County,%20GA",33.8337828,-84.3855828
31,31,1267 HOLLY ST NW,12/30/22,"$475,000.00 ",475000,534.9099099,888,1940,"1267 HOLLY ST NW Fulton County, GA","1267%20HOLLY%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1267%20HOLLY%20ST%20NW%20Fulton%20County,%20GA",33.7894302,-84.3956583
32,32,33 CAMDEN RD NE,12/30/22,"$1,185,000.00 ",1185000,557.9096045,2124,1987,"33 CAMDEN RD NE Fulton County, GA","33%20CAMDEN%20RD%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/33%20CAMDEN%20RD%20NE%20Fulton%20County,%20GA",33.8076301,-84.3903628
33,33,2422 SAGAMORE DR NW,12/30/22,"$875,000.00 ",875000,414.6919431,2110,2008,"2422 SAGAMORE DR NW Fulton County, GA","2422%20SAGAMORE%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2422%20SAGAMORE%20DR%20NW%20Fulton%20County,%20GA",33.8213837,-84.4069457
34,34,604 CEDAR AVE NW,12/30/22,"$380,000.00 ",380000,263.8888889,1440,1950,"604 CEDAR AVE NW Fulton County, GA","604%20CEDAR%20AVE%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/604%20CEDAR%20AVE%20NW%20Fulton%20County,%20GA",33.7715709,-84.4658407
35,35,49 HARLAN RD SW,12/30/22,"$340,000.00 ",340000,193.8426454,1754,2006,"49 HARLAN RD SW Fulton County, GA","49%20HARLAN%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/49%20HARLAN%20RD%20SW%20Fulton%20County,%20GA",33.753385,-84.4814595
36,36,867 PERENNIAL DR,12/30/22,"$362,000.00 ",362000,312.0689655,1160,2008,"867 PERENNIAL DR Fulton County, GA","867%20PERENNIAL%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/867%20PERENNIAL%20DR%20Fulton%20County,%20GA",33.9307781,-84.3587996
37,37,505 PERSIMMON LN,12/30/22,"$650,000.00 ",650000,278.9699571,2330,1978,"505 PERSIMMON LN Fulton County, GA","505%20PERSIMMON%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/505%20PERSIMMON%20LN%20Fulton%20County,%20GA",33.9937534,-84.2914665
3672,3672,1 BISCAYNE DR NW # #610,4/26/22,"$241,000.00 ",241000,321.3333333,750,1997,"1 BISCAYNE DR NW # #610 Fulton County, GA","1%20BISCAYNE%20DR%20NW%20#%20#610%20Fulton%20County,%20GA","https://www.google.com/maps/search/1%20BISCAYNE%20DR%20NW%20#%20#610%20Fulton%20County,%20GA",33.81554093,-84.39280001
39,39,807 EDGEWOOD AVE # A,12/30/22,"$655,000.00 ",655000,391.7464115,1672,1999,"807 EDGEWOOD AVE # A Fulton County, GA","807%20EDGEWOOD%20AVE%20#%20A%20Fulton%20County,%20GA","https://www.google.com/maps/search/807%20EDGEWOOD%20AVE%20#%20A%20Fulton%20County,%20GA",33.7550905,-84.3609054
40,40,151 BEREAN AVE SE,12/30/22,"$395,000.00 ",395000,536.6847826,736,2000,"151 BEREAN AVE SE Fulton County, GA","151%20BEREAN%20AVE%20SE%20Fulton%20County,%20GA","https://www.google.com/maps/search/151%20BEREAN%20AVE%20SE%20Fulton%20County,%20GA",33.7504022,-84.366835
41,41,596 HOPE ST SW,12/30/22,"$900,000.00 ",900000,250.5567929,3592,2021,"596 HOPE ST SW Fulton County, GA","596%20HOPE%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/596%20HOPE%20ST%20SW%20Fulton%20County,%20GA",33.730248,-84.407152
42,42,1585 OCALA AVE SW,12/30/22,"$330,000.00 ",330000,192.4198251,1715,1945,"1585 OCALA AVE SW Fulton County, GA","1585%20OCALA%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1585%20OCALA%20AVE%20SW%20Fulton%20County,%20GA",33.7274175,-84.4397693
43,43,2590 GODFREY DR NW,12/30/22,"$260,000.00 ",260000,198.7767584,1308,1950,"2590 GODFREY DR NW Fulton County, GA","2590%20GODFREY%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2590%20GODFREY%20DR%20NW%20Fulton%20County,%20GA",33.7592651,-84.4725745
44,44,1215 JENNIFER OAKS CIR,12/30/22,"$760,000.00 ",760000,207.9912425,3654,1984,"1215 JENNIFER OAKS CIR Fulton County, GA","1215%20JENNIFER%20OAKS%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1215%20JENNIFER%20OAKS%20CIR%20Fulton%20County,%20GA",34.0813217,-84.3218679
45,45,870 FOXHOLLOW RUN,12/30/22,"$1,625,000.00 ",1625000,363.2096558,4474,2001,"870 FOXHOLLOW RUN Fulton County, GA","870%20FOXHOLLOW%20RUN%20Fulton%20County,%20GA","https://www.google.com/maps/search/870%20FOXHOLLOW%20RUN%20Fulton%20County,%20GA",34.1373745,-84.2912815
46,46,6465 CAPITOL KNOLL,12/30/22,"$204,000.00 ",204000,162.1621622,1258,2006,"6465 CAPITOL KNOLL Fulton County, GA","6465%20CAPITOL%20KNOLL%20Fulton%20County,%20GA","https://www.google.com/maps/search/6465%20CAPITOL%20KNOLL%20Fulton%20County,%20GA",33.577522,-84.573228
47,47,6700 ROSWELL RD NE # 33 A,12/30/22,"$295,000.00 ",295000,271.1397059,1088,1967,"6700 ROSWELL RD NE # 33 A Fulton County, GA","6700%20ROSWELL%20RD%20NE%20#%2033%20A%20Fulton%20County,%20GA","https://www.google.com/maps/search/6700%20ROSWELL%20RD%20NE%20#%2033%20A%20Fulton%20County,%20GA",33.9404911,-84.3764504
48,48,180 BARONE PL,12/30/22,"$285,000.00 ",285000,223.880597,1273,1970,"180 BARONE PL Fulton County, GA","180%20BARONE%20PL%20Fulton%20County,%20GA","https://www.google.com/maps/search/180%20BARONE%20PL%20Fulton%20County,%20GA",33.8179594,-84.4232749
49,49,1150 COLLIER RD UNIT L16,12/30/22,"$181,000.00 ",181000,344.7619048,525,1970,"1150 COLLIER RD UNIT L16 Fulton County, GA","1150%20COLLIER%20RD%20UNIT%20L16%20Fulton%20County,%20GA","https://www.google.com/maps/search/1150%20COLLIER%20RD%20UNIT%20L16%20Fulton%20County,%20GA",33.8100708,-84.4240963
50,50,1824 WOODLAND HILLS AVE,12/30/22,"$600,000.00 ",600000,281.9548872,2128,1998,"1824 WOODLAND HILLS AVE Fulton County, GA","1824%20WOODLAND%20HILLS%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1824%20WOODLAND%20HILLS%20AVE%20Fulton%20County,%20GA",33.8053506,-84.4197103
51,51,3050 NANCY CREEK RD NW,12/30/22,"$1,965,000.00 ",1965000,521.3584505,3769,1951,"3050 NANCY CREEK RD NW Fulton County, GA","3050%20NANCY%20CREEK%20RD%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/3050%20NANCY%20CREEK%20RD%20NW%20Fulton%20County,%20GA",33.8382388,-84.442743
52,52,2063 DREW DR,12/30/22,"$535,000.00 ",535000,261.9980411,2042,2020,"2063 DREW DR Fulton County, GA","2063%20DREW%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2063%20DREW%20DR%20Fulton%20County,%20GA",33.7952672,-84.4546569
53,53,2676 GEORGE ST NW,12/30/22,"$520,000.00 ",520000,433.3333333,1200,1950,"2676 GEORGE ST NW Fulton County, GA","2676%20GEORGE%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2676%20GEORGE%20ST%20NW%20Fulton%20County,%20GA",33.8152379,-84.4752495
54,54,5497 THE VYNE AVE,12/30/22,"$435,000.00 ",435000,143.469657,3032,2005,"5497 THE VYNE AVE Fulton County, GA","5497%20THE%20VYNE%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/5497%20THE%20VYNE%20AVE%20Fulton%20County,%20GA",33.6508993,-84.5710843
55,55,530 GLENMANOR CT,12/30/22,"$1,050,000.00 ",1050000,304.7011027,3446,2012,"530 GLENMANOR CT Fulton County, GA","530%20GLENMANOR%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/530%20GLENMANOR%20CT%20Fulton%20County,%20GA",33.9231947,-84.367143
56,56,795 HAMMOND DR # #2201,12/30/22,"$298,500.00 ",298500,232.4766355,1284,1990,"795 HAMMOND DR # #2201 Fulton County, GA","795%20HAMMOND%20DR%20#%20#2201%20Fulton%20County,%20GA","https://www.google.com/maps/search/795%20HAMMOND%20DR%20#%20#2201%20Fulton%20County,%20GA",33.9174763,-84.3595063
57,57,81 HIGHLAND DR NE,12/30/22,"$795,000.00 ",795000,407.0660522,1953,1928,"81 HIGHLAND DR NE Fulton County, GA","81%20HIGHLAND%20DR%20NE%20Fulton%20County,%20GA","https://www.google.com/maps/search/81%20HIGHLAND%20DR%20NE%20Fulton%20County,%20GA",33.8442931,-84.3655584
58,58,346 CARPENTER DR #91,12/30/22,"$225,000.00 ",225000,191.3265306,1176,1967,"346 CARPENTER DR #91 Fulton County, GA","346%20CARPENTER%20DR%20#91%20Fulton%20County,%20GA","https://www.google.com/maps/search/346%20CARPENTER%20DR%20#91%20Fulton%20County,%20GA",33.9132128,-84.3768344
59,59,3483 EBB CIR,12/30/22,"$319,900.00 ",319900,143.6461608,2227,2007,"3483 EBB CIR Fulton County, GA","3483%20EBB%20CIR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3483%20EBB%20CIR%20Fulton%20County,%20GA",33.5486348,-84.4920029
60,60,2197 POLAR ROCK PL SW,12/30/22,"$153,000.00 ",153000,153,1000,1959,"2197 POLAR ROCK PL SW Fulton County, GA","2197%20POLAR%20ROCK%20PL%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2197%20POLAR%20ROCK%20PL%20SW%20Fulton%20County,%20GA",33.694392,-84.393806
61,61,2346 LAKEWOOD AVE SW,12/30/22,"$135,000.00 ",135000,179.5212766,752,1940,"2346 LAKEWOOD AVE SW Fulton County, GA","2346%20LAKEWOOD%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2346%20LAKEWOOD%20AVE%20SW%20Fulton%20County,%20GA",33.696656,-84.3956089
62,62,300 PEACHTREE ST 20 B,12/30/22,"$245,000.00 ",245000,394.5249597,621,1962,"300 PEACHTREE ST 20 B Fulton County, GA","300%20PEACHTREE%20ST%2020%20B%20Fulton%20County,%20GA","https://www.google.com/maps/search/300%20PEACHTREE%20ST%2020%20B%20Fulton%20County,%20GA",33.7625507,-84.3878992
63,63,512 DELEVAN ST SW,12/30/22,"$591,000.00 ",591000,280.0947867,2110,2021,"512 DELEVAN ST SW Fulton County, GA","512%20DELEVAN%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/512%20DELEVAN%20ST%20SW%20Fulton%20County,%20GA",33.7267856,-84.4045242
64,64,1205 JEFFERSON AVE,12/30/22,"$345,000.00 ",345000,262.1580547,1316,1950,"1205 JEFFERSON AVE Fulton County, GA","1205%20JEFFERSON%20AVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/1205%20JEFFERSON%20AVE%20Fulton%20County,%20GA",33.6850589,-84.428201
65,65,1434 AVON AVE SW,12/30/22,"$575,000.00 ",575000,473.2510288,1215,1940,"1434 AVON AVE SW Fulton County, GA","1434%20AVON%20AVE%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1434%20AVON%20AVE%20SW%20Fulton%20County,%20GA",33.7221958,-84.434931
66,66,1265 LORENZO DR SW,12/30/22,"$337,000.00 ",337000,253.003003,1332,1948,"1265 LORENZO DR SW Fulton County, GA","1265%20LORENZO%20DR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1265%20LORENZO%20DR%20SW%20Fulton%20County,%20GA",33.7206626,-84.4327599
67,67,1485 RYAN ST SW,12/30/22,"$292,500.00 ",292500,344.9292453,848,1940,"1485 RYAN ST SW Fulton County, GA","1485%20RYAN%20ST%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1485%20RYAN%20ST%20SW%20Fulton%20County,%20GA",33.7146724,-84.4302933
68,68,137 ARCADIA CIR NW,12/30/22,"$390,000.00 ",390000,433.3333333,900,1940,"137 ARCADIA CIR NW Fulton County, GA","137%20ARCADIA%20CIR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/137%20ARCADIA%20CIR%20NW%20Fulton%20County,%20GA",33.7593213,-84.4273189
69,69,1743 MADRONA ST NW,12/30/22,"$154,000.00 ",154000,93.22033898,1652,1940,"1743 MADRONA ST NW Fulton County, GA","1743%20MADRONA%20ST%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/1743%20MADRONA%20ST%20NW%20Fulton%20County,%20GA",33.7708266,-84.444158
70,70,3185 CLOVERHURST DR,12/30/22,"$302,000.00 ",302000,167.1278362,1807,1960,"3185 CLOVERHURST DR Fulton County, GA","3185%20CLOVERHURST%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3185%20CLOVERHURST%20DR%20Fulton%20County,%20GA",33.6688735,-84.4566663
71,71,804 COMMODORE DR NW,12/30/22,"$210,000.00 ",210000,218.5223725,961,1950,"804 COMMODORE DR NW Fulton County, GA","804%20COMMODORE%20DR%20NW%20Fulton%20County,%20GA","https://www.google.com/maps/search/804%20COMMODORE%20DR%20NW%20Fulton%20County,%20GA",33.7741162,-84.4592906
72,72,5750 CULLER CT,12/23/22,"$836,000.00 ",836000,275.0904903,3039,1997,"5750 CULLER CT Fulton County, GA","5750%20CULLER%20CT%20Fulton%20County,%20GA","https://www.google.com/maps/search/5750%20CULLER%20CT%20Fulton%20County,%20GA",34.0731969,-84.1831986
73,73,2180 ASHTON DR,12/30/22,"$425,000.00 ",425000,235.9800111,1801,1993,"2180 ASHTON DR Fulton County, GA","2180%20ASHTON%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/2180%20ASHTON%20DR%20Fulton%20County,%20GA",34.0756043,-84.3564819
74,74,545 SPRING GATE LN,12/30/22,"$562,500.00 ",562500,229.0309446,2456,1991,"545 SPRING GATE LN Fulton County, GA","545%20SPRING%20GATE%20LN%20Fulton%20County,%20GA","https://www.google.com/maps/search/545%20SPRING%20GATE%20LN%20Fulton%20County,%20GA",34.0755637,-84.3243955
75,75,2870 PHARR COURT SOUTH NW #1207,12/29/22,"$235,000.00 ",235000,291.2019827,807,1988,"2870 PHARR COURT SOUTH NW #1207 Fulton County, GA","2870%20PHARR%20COURT%20SOUTH%20NW%20#1207%20Fulton%20County,%20GA","https://www.google.com/maps/search/2870%20PHARR%20COURT%20SOUTH%20NW%20#1207%20Fulton%20County,%20GA",33.8337828,-84.3855828
76,76,749 JASPER COVE,12/29/22,"$318,000.00 ",318000,211.0152621,1507,2005,"749 JASPER COVE Fulton County, GA","749%20JASPER%20COVE%20Fulton%20County,%20GA","https://www.google.com/maps/search/749%20JASPER%20COVE%20Fulton%20County,%20GA",33.5559365,-84.4703822
77,77,155 PARKWAY DR,12/29/22,"$361,000.00 ",361000,170.5243269,2117,2006,"155 PARKWAY DR Fulton County, GA","155%20PARKWAY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/155%20PARKWAY%20DR%20Fulton%20County,%20GA",33.7613936,-84.3742807
78,78,3010 CASTLE PINES DR,12/29/22,"$1,140,000.00 ",1140000,277.1025766,4114,1988,"3010 CASTLE PINES DR Fulton County, GA","3010%20CASTLE%20PINES%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/3010%20CASTLE%20PINES%20DR%20Fulton%20County,%20GA",34.0203853,-84.1814683
79,79,2454 POOLE RD SW,12/29/22,"$290,000.00 ",290000,172.6190476,1680,1955,"2454 POOLE RD SW Fulton County, GA","2454%20POOLE%20RD%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/2454%20POOLE%20RD%20SW%20Fulton%20County,%20GA",33.7190644,-84.4680239
80,80,397 UTOY CIR SW,12/29/22,"$225,000.00 ",225000,219.5121951,1025,1964,"397 UTOY CIR SW Fulton County, GA","397%20UTOY%20CIR%20SW%20Fulton%20County,%20GA","https://www.google.com/maps/search/397%20UTOY%20CIR%20SW%20Fulton%20County,%20GA",33.7432284,-84.5278506
81,81,6804 GLENRIDGE DR 6804D,12/29/22,"$225,000.00 ",225000,236.8421053,950,1981,"6804 GLENRIDGE DR 6804D Fulton County, GA","6804%20GLENRIDGE%20DR%206804D%20Fulton%20County,%20GA","https://www.google.com/maps/search/6804%20GLENRIDGE%20DR%206804D%20Fulton%20County,%20GA",33.9415479,-84.3664014
82,82,1202 RIVER GREEN DR,12/29/22,"$298,400.00 ",298400,229.5384615,1300,1991,"1202 RIVER GREEN DR Fulton County, GA","1202%20RIVER%20GREEN%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1202%20RIVER%20GREEN%20DR%20Fulton%20County,%20GA",33.8630529,-84.4483944
83,83,1178 ASCOTT VALLEY DR,12/29/22,"$1,516,000.00 ",1516000,241.8248524,6269,2000,"1178 ASCOTT VALLEY DR Fulton County, GA","1178%20ASCOTT%20VALLEY%20DR%20Fulton%20County,%20GA","https://www.google.com/maps/search/1178%20ASCOTT%20VALLEY%20DR%20Fulton%20County,%20GA",34.0327484,-84.1827126
